raw_name,canonical_name,match_score,method,entity_type,timestamp
Anthropic,Anthropic,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.271648Z
Groww,Groww,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.275657Z
Mistral AI,Mistral AI,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.275657Z
Instacart,Instacart,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.275657Z
Cohere,Cohere,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.275657Z
GitLab,Gitlab,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.275657Z
Rigetti Computing,Rigetti Computing,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.275657Z
Dropbox,Dropbox,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.276167Z
ElevenLabs,ElevenLabs,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.276167Z
EquipmentShare,Equipmentshare,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.276167Z
BillionToOne,Billiontoone,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.276167Z
Runway,Runway,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.276167Z
Matterport,Matterport,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.276167Z
Amplitude,Amplitude,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.276715Z
Pinecone,Pinecone,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.276715Z
Ginkgo Bioworks,Ginkgo Bioworks,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.276715Z
Weaviate,Weaviate,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.276715Z
Weave,Weave,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.277257Z
Pardes Biosciences,Pardes Biosciences,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.277257Z
Qdrant,Qdrant,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.277257Z
Momentus,Momentus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.277257Z
Segment,Segment,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.277793Z
Together AI,Together AI,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.277793Z
Algolia,Algolia,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.277793Z
Truebill,Truebill,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.277793Z
Replicate,Replicate,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.277793Z
Twitch,Twitch,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278380Z
PlanGrid,Plangrid,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278380Z
LangChain,LangChain,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.278380Z
Cruise,Cruise,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278380Z
LlamaIndex,LlamaIndex,100.0,AliasDict,STARTUP,2026-08-12T03:04:08.278380Z
Benchling,Benchling,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278903Z
Casetext,Casetext,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278903Z
Bird,Bird,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278903Z
Brex,Brex,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.278903Z
Synthesia,Synthesia,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.279424Z
The Athletic,The Athletic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.279424Z
Codecademy,Codecademy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.279424Z
Codeium,Codeium,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.279424Z
Checkr,Checkr,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.279944Z
Lever,Lever,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.279944Z
Writer,Writer,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.279944Z
Clipboard,Clipboard,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.279944Z
Heap,Heap,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.280463Z
Glean,Glean,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.280463Z
Sendwave,Sendwave,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.280463Z
Deel,DeepL,88.88888888888889,FuzzyMatch,STARTUP,2026-08-12T03:04:08.280463Z
DeepL,DeepL,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.280463Z
Clever,Clever,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.280984Z
Caper,Caper,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.280984Z
Groq,Groq,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.280984Z
Reddit,Reddit,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.280984Z
Fivestars,Fivestars,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.281505Z
Cleanlab,Cleanlab,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.281505Z
Faire,Faire,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.281505Z
Arthur AI,Arthur AI,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.281505Z
Fivetran,Fivetran,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.281505Z
Optimizely,Optimizely,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.281505Z
Shield AI,Shield AI,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.281505Z
Weebly,Weebly,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282085Z
Flock Safety,Flock Safety,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282085Z
Anyscale,Anyscale,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.282085Z
NURX,Nurx,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282085Z
Scale AI,Scale AI,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.282085Z
Go1,Go1,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282085Z
CoreOS,Coreos,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282603Z
Hugging Face,Hugging Face,100.0,DirectMatch,STARTUP,2026-08-12T03:04:08.282603Z
Bear Flag Robotics,Bear Flag Robotics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282603Z
GOAT Group,Goat Group,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.282603Z
Harvey AI,Harvey Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283121Z
Heroku,Heroku,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283121Z
GrubMarket,Grubmarket,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283121Z
HelloSign,Hellosign,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Zenefits,Zenefits,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Cognito,Cognito,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Moxion Power Co.,Moxion Power Co.,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
DrChrono,Drchrono,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Newfront,Newfront,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Nowports,Nowports,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
GitPrime,Gitprime,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Proxy,Proxy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.283639Z
Podium,Podium,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Rappi,Rappi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Razorpay,Razorpay,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Rippling,Rippling,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Scribd,Scribd,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
ShipBob,Shipbob,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
SmartAsset,Smartasset,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Stripe,Stripe,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Wave,Wave,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Zapier,Zapier,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Focal Systems,Focal Systems,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Mio,Mio,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Daily,Daily,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.284643Z
Petcube,Petcube,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Outschool,Outschool,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Mason,Mason,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Tovala,Tovala,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
GetAccept,Getaccept,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Chatfuel,Chatfuel,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
GoCardless,Gocardless,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Stealth Worker,Stealth Worker,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Deepgram,Deepgram,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Lattice,Lattice,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Mux,Mux,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.286146Z
Human Interest,Human Interest,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
Eight Sleep,Eight Sleep,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
Instawork,Instawork,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
Cofactor Genomics,Cofactor Genomics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
TetraScience,Tetrascience,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
The Ticket Fairy,The Ticket Fairy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
Font Awesome,Font Awesome,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.287151Z
"80,000 Hours","80,000 Hours",50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Xendit,Xendit,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Shred Video,Shred Video,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Plate IQ,Plate Iq,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
PickTrace,Picktrace,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Fountain,Fountain,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Microhealth,Microhealth,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Zeplin,Zeplin,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Circle Medical,Circle Medical,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
GiveCampus,Givecampus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Drip Capital,Drip Capital,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Chaldal,Chaldal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.288151Z
Clerky,Clerky,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
Bodyport,Bodyport,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
Verge Genomics,Verge Genomics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
Thrive Agritech,Thrive Agritech,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
Tesorio,Tesorio,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
AgileMD,Agilemd,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
Reach,Reach,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.289155Z
SunFarmer,Sunfarmer,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
Confident LIMS,Confident Lims,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
Branch8,Branch8,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
Heroic Labs,Heroic Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
SnapMagic,Snapmagic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
Gemnote,Gemnote,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
New Story,New Story,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
Ironclad,Ironclad,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.290156Z
Leaders In Tech,Leaders In Tech,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
teaBOT,Teabot,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Teleport,Teleport,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Lugg,Lugg,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Mashgin,Mashgin,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
NimbleRx,Nimblerx,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Quartzy,Quartzy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Tara AI,Tara Ai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Flip,Flip,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
X-Zell,X-Zell,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.291156Z
Zenflow,Zenflow,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292359Z
Tab,Tab,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292359Z
Streak,Streak,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292359Z
Meadow,Meadow,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292359Z
Level Frames,Level Frames,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Industrial Microbes,Industrial Microbes,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Giveffect,Giveffect,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
eBrandvalue,Ebrandvalue,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Quantierra,Quantierra,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Cleanly,Cleanly,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Resolve,Resolve,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Makrwatch,Makrwatch,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Tempo,Tempo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
Sails Co.,Sails Co.,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
ReadMe,Readme,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.292872Z
BuildScience,Buildscience,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
Platzi,Platzi,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
Labdoor,Labdoor,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
Bankjoy,Bankjoy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
Zeitview,Zeitview,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
The Human Utility,The Human Utility,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
Democracy Earth,Democracy Earth,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.294354Z
OneSignal,Onesignal,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Numerion Labs,Numerion Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Bright,Bright,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Magic,Magic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Mezmo,Mezmo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Akido Labs,Akido Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Bayes Impact,Bayes Impact,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Helion Energy,Helion Energy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
HackerRank,Hackerrank,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Front,Front,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.295373Z
Apollo,Apollo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296371Z
Roomstorm,Roomstorm,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296371Z
Hive,Hive,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296371Z
SpotAngels,Spotangels,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296371Z
UserGems,Usergems,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
SFOX,Sfox,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
PicnicAI,Picnicai,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
Permutive,Permutive,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
Alchemy,Alchemy,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
MetricWire,Metricwire,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
Protocol Labs,Protocol Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.296881Z
Greentoe,Greentoe,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
Hyperpad,Hyperpad,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
Clear,Clear,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
Backpack,Backpack,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
Immunity Project,Immunity Project,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
Dyspatch,Dyspatch,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
OpenCurriculum,Opencurriculum,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.297881Z
MixerBox,Mixerbox,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
Y Combinator,Y Combinator,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
GBatteries,Gbatteries,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
Zinc,Zinc,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
Zidisha,Zidisha,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
TrueVault,Truevault,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
Guesty,Guesty,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.298882Z
Snapdocs,Snapdocs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
Medmonk,Medmonk,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
Shoobs,Shoobs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
Pushbullet,Pushbullet,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
Povio,Povio,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
PiinPoint,Piinpoint,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
One Degree,One Degree,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
CodeNow,Codenow,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.299881Z
CodeCombat,Codecombat,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
Noora Health,Noora Health,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
Cambly,Cambly,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
Ambition,Ambition,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
AirHelp,Airhelp,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
42,42,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
True Link,True Link,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.300881Z
Reebee,Reebee,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Lob,Lob,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Panorama Education,Panorama Education,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
"Estimote, Inc.","Estimote, Inc.",50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
EasyPost,Easypost,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Asseta,Asseta,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Per Vices,Per Vices,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
7cups,7Cups,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
CircuitHub,Circuithub,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Experiment,Experiment,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
RADAR,Radar,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Strikingly,Strikingly,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
InfluxData,Influxdata,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
Etleap,Etleap,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
CircuitLab,Circuitlab,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.301881Z
StyleUp,Styleup,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
9gag,9Gag,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Svbtle,Svbtle,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Plivo,Plivo,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Double Robotics,Double Robotics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Vastrm,Vastrm,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Flightfox,Flightfox,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Submittable,Submittable,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
NewsBlur,Newsblur,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
OctaveWealth,Octavewealth,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Upwave,Upwave,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Eligible,Eligible,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
FundersClub,Fundersclub,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Zentail,Zentail,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Mattermost,Mattermost,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Mth Sense,Mth Sense,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
Vorelios,Vorelios,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.302881Z
twentyfour26,Twentyfour26,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.303881Z
Hemlock,Hemlock,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.303881Z
Forward,Forward,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.303881Z
Screenleap,Screenleap,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.303881Z
Qokedas,Qokedas,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.303881Z
Buxfer,Buxfer,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Simulithic,Simulithic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
herdr,Herdr,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Lambda Robotics,Lambda Robotics,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Virtualmin,Virtualmin,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Conifer,Conifer,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Simantic,Simantic,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Experiential Labs,Experiential Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Edviro,Edviro,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Coasty,Coasty,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Caution,Caution,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Atomarine,Atomarine,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Billow AI Labs,Billow Ai Labs,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
hardware intelligence,Hardware Intelligence,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Osseus,Osseus,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Salem Robotics Inc,Salem Robotics Inc,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
Robocurve,Robocurve,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
hiloop,Hiloop,50.0,PassthroughTitleCase,STARTUP,2026-08-12T03:04:08.306387Z
